"artist","firstName","lastName","gender","itemInSession","length","level","location","sessionId","song","userId"
"The Cardigans","Aleena","Kirby","F","50","198.21669","paid","Waterloo-Cedar Falls, IA","619","Lovefool","44"
"Black Kids","Aleena","Kirby","F","51","220.05506","paid","Waterloo-Cedar Falls, IA","619","I'm Not Gonna Teach Your Boyfriend How To Dance With You","44"
"Parachute","Chloe","Cuevas","F","12","146.05016","paid","San Francisco-Oakland-Hayward, CA","630","She Is Love","49"
"Mudcrutch","Chloe","Cuevas","F","13","249.33832","paid","San Francisco-Oakland-Hayward, CA","630","The Wrong Thing To Do (Album Version)","49"
"Simon Harris","Aleena","Kirby","F","52","195.83955","paid","Waterloo-Cedar Falls, IA","619","Sample Track 2","44"
"Sufjan Stevens","Chloe","Cuevas","F","14","248.89424","paid","San Francisco-Oakland-Hayward, CA","630","Movement III - Linear Tableau with Intersecting Surprise","49"
"Charlie Patton","Aleena","Kirby","F","53","187.48036","paid","Waterloo-Cedar Falls, IA","619","Green River Blues","44"
"Basshunter","Aleena","Kirby","F","54","223.32036","paid","Waterloo-Cedar Falls, IA","619","Walk On Water","44"
"Lindisfarne","Chloe","Cuevas","F","15","352.39138","paid","San Francisco-Oakland-Hayward, CA","630","Fog On The Tyne (Live)","49"
"Kanye West","Aleena","Kirby","F","55","196.77995","paid","Waterloo-Cedar Falls, IA","619","Jesus Walks","44"
"Ariane Moffatt","Chloe","Cuevas","F","16","218.53995","paid","San Francisco-Oakland-Hayward, CA","630","Retourne Chez Elle","49"
"Linkin Park","Aleena","Kirby","F","56","183.97995","paid","Waterloo-Cedar Falls, IA","619","Runaway (Album Version)","44"
"The Beach Boys","Aleena","Kirby","F","57","175.80363","paid","Waterloo-Cedar Falls, IA","619","You've Got To Hide Your Love Away (Digitally Remastered 01)","44"
"No Doubt","Chloe","Cuevas","F","17","261.82485","paid","San Francisco-Oakland-Hayward, CA","630","Don't Speak","49"
"Queens Of The Stone Age","Aleena","Kirby","F","58","364.90404","paid","Waterloo-Cedar Falls, IA","619","God Is On The Radio","44"
"LMFAO / Lil Jon","Chloe","Cuevas","F","18","222.17098","paid","San Francisco-Oakland-Hayward, CA","630","Shots","49"
"The Suicide Machines","Chloe","Cuevas","F","19","121.41669","paid","San Francisco-Oakland-Hayward, CA","630","High Anxiety","49"
"Kate Nash","Aleena","Kirby","F","59","255.58159","paid","Waterloo-Cedar Falls, IA","619","Mariella","44"
"The Saturdays","Chloe","Cuevas","F","20","176.95302","paid","San Francisco-Oakland-Hayward, CA","630","If This Is Love","49"
"Frou Frou","Aleena","Kirby","F","60","201.42975","paid","Waterloo-Cedar Falls, IA","619","Holding Out For A Hero","44"
"Flaw","Chloe","Cuevas","F","21","175.72526","paid","San Francisco-Oakland-Hayward, CA","630","Get Up Again","49"
"Liz Callaway","Chloe","Cuevas","F","22","175.43791","paid","San Francisco-Oakland-Hayward, CA","630","Journey To The Past  (LP Version)","49"
"Les MisÃÂ©rables - Original London Cast","Aleena","Kirby","F","61","285.85751","paid","Waterloo-Cedar Falls, IA","619","Finale","44"
"Lady GaGa / Colby O'Donis","Chloe","Cuevas","F","23","238.54975","paid","San Francisco-Oakland-Hayward, CA","630","Just Dance","49"
"Cozy Powell","Aleena","Kirby","F","62","213.4722","paid","Waterloo-Cedar Falls, IA","619","Dance With The Devil","44"
"Animal Collective","Chloe","Cuevas","F","24","313.5473","paid","San Francisco-Oakland-Hayward, CA","630","Bluish","49"
"Blink-182","Aleena","Kirby","F","63","225.12281","paid","Waterloo-Cedar Falls, IA","619","A New Hope","44"
"Charisma","Molly","Taylor","F","0","707.63057","free","St. Louis, MO-IL","482","Loon Garden","35"
"Dido","Chloe","Cuevas","F","25","217.83465","paid","San Francisco-Oakland-Hayward, CA","630","Thank You","49"
"Screamin' Jay Hawkins","Aleena","Kirby","F","64","151.58812","paid","Waterloo-Cedar Falls, IA","619","The Whammy","44"
"Silverchair","Aleena","Kirby","F","65","241.29261","paid","Waterloo-Cedar Falls, IA","619","All Across The World","44"
"Emery","Chloe","Cuevas","F","26","245.4722","paid","San Francisco-Oakland-Hayward, CA","630","The Ponytail Parades","49"
"Hockey","Aleena","Kirby","F","66","196.96281","paid","Waterloo-Cedar Falls, IA","619","Song Away","44"
"Flight Of The Conchords","Jayden","Duffy","F","1","158.14485","free","Seattle-Tacoma-Bellevue, WA","561","Hurt Feelings","76"
"Mike Posner","Chloe","Cuevas","F","27","214.7522","paid","San Francisco-Oakland-Hayward, CA","630","Cooler Than Me","49"
"Juana Molina","Aleena","Kirby","F","67","226.61179","paid","Waterloo-Cedar Falls, IA","619","Medlong","44"
"Nancy Sinatra","Jayden","Duffy","F","2","184.63302","free","Seattle-Tacoma-Bellevue, WA","561","So Long_ Babe (2006 Digital Remaster)","76"
"Joy Division","Chloe","Cuevas","F","28","355.18649","paid","San Francisco-Oakland-Hayward, CA","630","I Remember Nothing [2007 Re-mastered Album Version]","49"
"Elvis Presley","Aleena","Kirby","F","68","273.76281","paid","Waterloo-Cedar Falls, IA","619","Suspicious Minds","44"
"Kings Of Leon","Chloe","Cuevas","F","30","201.79546","paid","San Francisco-Oakland-Hayward, CA","630","Revelry","49"
"Kanye West / Consequence / Cam'Ron","Aleena","Kirby","F","69","333.34812","paid","Waterloo-Cedar Falls, IA","619","Gone","44"
"Johnny Winter","Chloe","Cuevas","F","31","714.37016","paid","San Francisco-Oakland-Hayward, CA","630","It's My Own Fault","49"
"Greg Brown","Aleena","Kirby","F","70","285.28281","paid","Waterloo-Cedar Falls, IA","619","I Believe I'll Go Back Home","44"
"Wim Mertens","Aleena","Kirby","F","71","240.79628","paid","Waterloo-Cedar Falls, IA","619","Naviamente","44"
"Ra Ra Riot","Chloe","Cuevas","F","32","152.71138","paid","San Francisco-Oakland-Hayward, CA","630","Can You Tell","49"
"Foo Fighters","Aleena","Kirby","F","72","302.91546","paid","Waterloo-Cedar Falls, IA","619","What If I Do?","44"
"Vanessa Williams","Aleena","Kirby","F","73","257.14893","paid","Waterloo-Cedar Falls, IA","619","Colors Of The Wind","44"
"Gyllene Tider","Aleena","Kirby","F","74","253.962","paid","Waterloo-Cedar Falls, IA","619","(Hon Vill Ha) Puls","44"
"Ska Cubano","Chloe","Cuevas","F","34","281.44281","paid","San Francisco-Oakland-Hayward, CA","630","Cumbia En Do Menor","49"
"Train","Aleena","Kirby","F","75","205.45261","paid","Waterloo-Cedar Falls, IA","619","Marry Me","44"
"Camera Obscura","Aleena","Kirby","F","76","218.69669","paid","Waterloo-Cedar Falls, IA","619","Teenager","44"
"Liah","Chloe","Cuevas","F","35","195.65669","paid","San Francisco-Oakland-Hayward, CA","630","Tudo Que Eu Sempre Quis","49"
"Rise Against","Aleena","Kirby","F","77","245.96853","paid","Waterloo-Cedar Falls, IA","619","Audience Of One","44"
"Rise Against","Aleena","Kirby","F","78","182.09914","paid","Waterloo-Cedar Falls, IA","619","My Life Inside Your Heart","44"
"Sly Fox","Aleena","Kirby","F","79","227.18649","paid","Waterloo-Cedar Falls, IA","619","Let's Go All The Way (Short Blix Mix)","44"
"Heart","Aleena","Kirby","F","80","296.14975","paid","Waterloo-Cedar Falls, IA","619","Crazy On You","44"
"Ugly Kid Joe","Aleena","Kirby","F","81","241.03138","paid","Waterloo-Cedar Falls, IA","619","Cats In The Cradle","44"
"Traveling Wilburys","Aleena","Kirby","F","0","201.58649","paid","Waterloo-Cedar Falls, IA","637","You Took My Breath Away (2007 Remastered LP Version)","44"
"Michael BublÃÂ©","Aleena","Kirby","F","1","151.53587","paid","Waterloo-Cedar Falls, IA","637","A Foggy Day (In London Town) (Album Version)","44"
"S Club 7","Aleena","Kirby","F","2","201.16853","paid","Waterloo-Cedar Falls, IA","637","Have You Ever","44"
"Hevia","Aleena","Kirby","F","3","256.46975","paid","Waterloo-Cedar Falls, IA","637","Fandangu Los Llobos","44"
"Billy Talent","Aleena","Kirby","F","4","190.37995","paid","Waterloo-Cedar Falls, IA","637","Voices Of Violence (Album Version)","44"
"Phoenix","Aleena","Kirby","F","5","193.85424","paid","Waterloo-Cedar Falls, IA","637","Courtesy Laughs","44"
"Kanye West","Aleena","Kirby","F","6","242.93832","paid","Waterloo-Cedar Falls, IA","637","We Don't Care","44"
"Damero feat. Nevis Peak","Aleena","Kirby","F","7","356.33587","paid","Waterloo-Cedar Falls, IA","637","Gestern_Morgen","44"
"Shakira","Aleena","Kirby","F","8","289.98485","paid","Waterloo-Cedar Falls, IA","637","Que Me Quedes Tu","44"
"Big Kuntry King","Aleena","Kirby","F","9","232.75057","paid","Waterloo-Cedar Falls, IA","637","Da Baddest [Feat. Trey Songz] (Explicit Album Version)","44"
"The Killers","Jayden","Graves","M","32","246.80444","paid","Marinette, WI-MI","594","Read My Mind","25"
"Tamia","Jayden","Graves","M","33","243.09506","paid","Marinette, WI-MI","594","Officially Missing You (Radio Version)","25"
"Randy Crawford","Jayden","Graves","M","34","270.75873","paid","Marinette, WI-MI","594","Almaz","25"
"Frumpies","Jayden","Graves","M","35","134.47791","paid","Marinette, WI-MI","594","Hello Kitty","25"
"Julia Fordham","Jayden","Graves","M","36","279.50975","paid","Marinette, WI-MI","594","Girlfriend","25"
"The Black Keys","Jayden","Graves","M","37","239.59465","paid","Marinette, WI-MI","594","Unknown Brother","25"
"Georgia Satellites","Jayden","Graves","M","38","178.88608","paid","Marinette, WI-MI","594","Battleship Chains (LP Version)","25"
"M.I.A.","Jayden","Graves","M","40","206.13179","paid","Marinette, WI-MI","594","Paper Planes","25"
"Phish","Jayden","Graves","M","41","319.29424","paid","Marinette, WI-MI","594","Prince Caspian","25"
"Dislocation Dance","Maia","Burke","F","0","122.87955","free","Houston-The Woodlands-Sugar Land, TX","628","With A Smile On Your Face And A Frown In Your Heart","51"
"The Black Keys","Jayden","Graves","M","42","238.62812","paid","Marinette, WI-MI","594","Strange Times","25"
"John Hiatt","Jayden","Graves","M","43","242.442","paid","Marinette, WI-MI","594","Have A Little Faith In Me","25"
"Elvis Costello","Jayden","Graves","M","44","226.0371","paid","Marinette, WI-MI","594","Watching The Detectives","25"
"Son House","Jayden","Graves","M","45","239.38567","paid","Marinette, WI-MI","594","Death Letter Blues (Live)","25"
"Cyndi Lauper","Jayden","Graves","M","46","231.81016","paid","Marinette, WI-MI","594","She Bop","25"
"ÃÂtienne Daho","Jayden","Graves","M","47","231.3922","paid","Marinette, WI-MI","594","Paris Ailleurs (Live 1992)","25"
"Dragonforce","Jayden","Graves","M","48","345.5473","paid","Marinette, WI-MI","594","Cry of the Brave","25"
"Rise Against","Jayden","Graves","M","49","242.25914","paid","Marinette, WI-MI","594","Savior","25"
"Emmy The Great","Noah","Chavez","M","0","204.79955","free","Ogden-Clearfield, UT","530","Mia","94"
"Kings Of Leon","Jayden","Graves","M","50","231.81016","paid","Marinette, WI-MI","594","Use Somebody","25"
"Avenged Sevenfold","Jayden","Graves","M","51","283.76771","paid","Marinette, WI-MI","594","Unholy Confessions","25"
"A.B. Quintanilla III Y Los Kumbia Kings","Jayden","Graves","M","52","196.77995","paid","Marinette, WI-MI","594","Te Quiero A Ti","25"
"Coldplay","Jayden","Graves","M","53","228.62322","paid","Marinette, WI-MI","594","Only Superstition","25"
"B.o.B","Jayden","Graves","M","54","269.63546","paid","Marinette, WI-MI","594","Nothin' On You [feat. Bruno Mars] (Album Version)","25"
"Crystal Castles","Jayden","Graves","M","55","252.89098","paid","Marinette, WI-MI","594","Baptism","25"
"Justin Nozuka","Jayden","Graves","M","56","213.62893","paid","Marinette, WI-MI","594","Mr Therapy Man","25"
"Blackmore's Night","Jayden","Graves","M","57","201.40363","paid","Marinette, WI-MI","594","Sister Gypsy","25"
"Beirut","Kinsley","Young","F","1","239.0722","paid","Red Bluff, CA","658","Fountains And Tramways","85"
"Beck","Jayden","Graves","M","58","304.50893","paid","Marinette, WI-MI","594","End Of The Day","25"
"Arctic Monkeys","Kinsley","Young","F","2","177.84118","paid","Red Bluff, CA","658","Fake Tales Of San Francisco (Explicit)","85"
"Van Halen","Lily","Burns","F","0","227.44771","free","New York-Newark-Jersey City, NY-NJ-PA","727","Ain't Talkin'  'Bout Love (Remastered Version)","32"
"Secret Garden","Jayden","Graves","M","63","180.21832","paid","Marinette, WI-MI","594","Atlantia","25"
"Snow Patrol","Kinsley","Young","F","3","274.49424","paid","Red Bluff, CA","658","Chasing Cars","85"
"Rihanna","Lily","Burns","F","3","239.75138","free","New York-Newark-Jersey City, NY-NJ-PA","727","G4L","32"
"Bayside","Jayden","Graves","M","64","180.27057","paid","Marinette, WI-MI","594","Duality (Album Version)","25"
"Todd Barry","Kinsley","Young","F","4","126.82404","paid","Red Bluff, CA","658","Sugar Ray (LP Version)","85"
"Bayside","Jayden","Graves","M","65","243.64363","paid","Marinette, WI-MI","594","Montauk","25"
"Viki Mosholiou","Kinsley","Young","F","5","169.84771","paid","Red Bluff, CA","658","Milo Gia Ta Pedia Mou (2006 Digital Remaster)","85"
"Hatebreed","Kinsley","Young","F","6","124.42077","paid","Red Bluff, CA","658","Worlds Apart (Album Version)","85"
"Sonny Boy Williamson","Jayden","Graves","M","66","152.24118","paid","Marinette, WI-MI","594","Don't Start Me Talkin'","25"
"Shattered Realm","Kinsley","Young","F","7","108.45995","paid","Red Bluff, CA","658","Devil In Disguise","85"
"Timbaland / Katy Perry","Jayden","Graves","M","67","238.70649","paid","Marinette, WI-MI","594","If We Ever Meet Again","25"
"Sam and Dave","Kinsley","Young","F","8","157.28281","paid","Red Bluff, CA","658","Hold on I'm Coming","85"
"Sea Wolf","Kinsley","Young","F","9","225.802","paid","Red Bluff, CA","658","Black Dirt (Album)","85"
"Apocalyptica featuring Corey Taylor","Jayden","Graves","M","68","214.12526","paid","Marinette, WI-MI","594","I'm Not Jesus","25"
"Bomfunk MC's","Kinsley","Young","F","10","225.4624","paid","Red Bluff, CA","658","Rocking_ Just To Make Ya Move","85"
"Jets To Brazil","Jayden","Graves","M","69","571.03628","paid","Marinette, WI-MI","594","Rocket Boy","25"
"Tavares","Kinsley","Young","F","11","394.00444","paid","Red Bluff, CA","658","Heaven Must Be Missing An Angel","85"
"Maria BethÃÂ¢nia","Jayden","Graves","M","74","254.06649","paid","Marinette, WI-MI","594","Samba De Roda/Marinheiro SÃÂ³ (Medley) (Live)","25"
"Justin Bieber","Kinsley","Young","F","12","220.89098","paid","Red Bluff, CA","658","Somebody To Love","85"
"Van Halen","Kinsley","Young","F","13","272.32608","paid","Red Bluff, CA","658","Feels So Good (Remastered Single Version)","85"
"Julieta Venegas A Dueto Con Dante","Jayden","Graves","M","75","236.9824","paid","Marinette, WI-MI","594","Primer Dia","25"
"Apocalyptica","Jayden","Graves","M","76","409.86077","paid","Marinette, WI-MI","594","Coma","25"
"The Wreckers","Kinsley","Young","F","14","171.36281","paid","Red Bluff, CA","658","Stand Still_ Look Pretty [Live]","85"
"Prince & The Revolution","Kinsley","Young","F","15","227.65669","paid","Red Bluff, CA","658","Kiss (LP Version)","85"
"Third Eye Blind","Jayden","Graves","M","77","319.79057","paid","Marinette, WI-MI","594","God Of Wine (2006 Remastered LP Version)","25"
"Dr. Dre / Eminem","Kinsley","Young","F","16","222.27546","paid","Red Bluff, CA","658","Forgot About Dre","85"
"Symphony X","Kinsley","Young","F","17","318.37995","paid","Red Bluff, CA","658","Evolution (the Grand Design)","85"
"Streetlight Manifesto","Jayden","Graves","M","78","180.79302","paid","Marinette, WI-MI","594","Keasbey Nights (LP Version)","25"
"Amos Lee","Kinsley","Young","F","18","169.16853","paid","Red Bluff, CA","658","Soul Suckers","85"
"The Gabe Dixon Band","Kinsley","Young","F","19","296.85506","paid","Red Bluff, CA","658","Disappear","85"
"Mogwai","Kinsley","Young","F","20","473.25995","paid","Red Bluff, CA","658","Thank You Space Expert","85"
"Mystery Jets","Kinsley","Young","F","21","212.32281","paid","Red Bluff, CA","658","You Can't Fool Me Dennis (Album version)","85"
"Mates of State","Kinsley","Young","F","22","227.36934","paid","Red Bluff, CA","658","Parachutes (Funeral Song) (LP Version)","85"
"R.E.M.","Kinsley","Young","F","23","217.99138","paid","Red Bluff, CA","658","Can't Get There From Here","85"
"Taylor Swift","Kinsley","Young","F","24","246.282","paid","Red Bluff, CA","658","The Best Day","85"
"Blockhead","Aiden","Hess","M","0","285.98812","free","La Crosse-Onalaska, WI-MN","710","Carnivores Unite","86"
"MC Hammer","Aiden","Hess","M","1","256.86159","free","La Crosse-Onalaska, WI-MN","710","U Can't Touch This","86"
"Sally Shapiro","Aiden","Hess","M","2","392.82893","free","La Crosse-Onalaska, WI-MN","710","Miracle (Extended Mix)","86"
"Holy Fuck","Lily","Koch","F","2","362.762","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","P.I.G.S.","15"
"Angus & Julia Stone","Lily","Koch","F","3","218.8273","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Soldier","15"
"Los Fabulosos Cadillacs","Lily","Koch","F","4","275.69587","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Siguiendo La Luna","15"
"A Sunny Day In Glasgow","Lily","Koch","F","5","22.04689","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Lights","15"
"Mariah Carey Featuring Cameo","Lily","Koch","F","6","229.22404","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Loverboy","15"
"Tego Calderon","Lily","Koch","F","7","242.18077","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Metele Sazon","15"
"Bloodhound Gang","Lily","Koch","F","8","172.01587","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Foxtrot Uniform Charlie Kilo","15"
"Kings Of Leon","Lily","Koch","F","10","256.36526","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","The Runner","15"
"Iron Maiden","Lily","Koch","F","11","233.76934","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Run To The Hills (1998 Digital Remaster)","15"
"CafÃÂ© Tacvba","Lily","Koch","F","12","232.72444","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","MarÃÂ­a","15"
"Blink-182","Lily","Koch","F","13","280.00608","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","All Of This","15"
"Band Of Horses","Lily","Koch","F","14","321.14893","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","The Funeral (Album Version)","15"
"Primus","Lily","Koch","F","15","146.15465","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","De Anza Jig","15"
"Tom McRae","Lily","Koch","F","16","265.27302","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Walking 2 Hawaii","15"
"ALO (Animal Liberation Orchestra)","Lily","Koch","F","17","229.77261","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Spectrum","15"
"Yelle","Lily","Koch","F","18","192.31302","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Je Veux Te Voir (Radio Edit)","15"
"Kings Of Leon","Lily","Koch","F","19","201.79546","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Revelry","15"
"Foo Fighters","Lily","Koch","F","20","250.14812","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Everlong","15"
"Kanye West","Lily","Koch","F","21","311.84934","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Stronger","15"
"Annie Lennox","Lily","Koch","F","22","256.57424","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Wonderful","15"
"Madeleine Peyroux","Lily","Koch","F","23","214.77832","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Instead","15"
"Miley Cyrus","Lily","Koch","F","24","236.85179","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","The Climb","15"
"Coldplay","Lily","Koch","F","25","268.38159","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Yellow","15"
"Jag Panzer","Lily","Koch","F","26","217.99138","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Reign Of The Tyrants","15"
"The Notorious B.I.G.","Lily","Koch","F","27","285.93587","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Gimme The Loot (Album Version)","15"
"Emiliana Torrini","Lily","Koch","F","28","186.122","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Ha Ha (KCRW.com Presents)","15"
"Streetlight Manifesto","Lily","Koch","F","29","137.19465","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Punk Rock Girl","15"
"Dropkick Murphys","Lily","Koch","F","30","161.01832","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","The Auld Triangle (Album Version)","15"
"Carlo Siliotto","Cierra","Finley","F","1","175.38567","free","Richmond, VA","473","Kazakhstan 1710","96"
"The Raconteurs","Lily","Koch","F","31","265.50812","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Top Yourself","15"
"The Academy Is...","Cierra","Finley","F","2","207.96036","free","Richmond, VA","473","We've Got A Big Mess On Our Hands (Album Edit)","96"
"Justin Bieber","Cecilia","Owens","F","1","222.92853","free","Atlanta-Sandy Springs-Roswell, GA","735","Stuck In The Moment","6"
"Spiritual Beggars","Lily","Koch","F","32","358.24281","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Nowhere To Go","15"
"Bon Iver","Lily","Koch","F","33","238.49751","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Skinny Love","15"
"The Living End","Lily","Koch","F","34","229.0673","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Prisoner Of Society (Album Version)","15"
"Moby","Lily","Koch","F","35","196.75383","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Lift Me Up","15"
"Florence + The Machine","Lily","Koch","F","36","258.55955","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Cosmic Love","15"
"Miami Horror","Lily","Koch","F","37","386.5073","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Sometimes (Hook N Sling Remix)","15"
"Nacho Chapado feat. Stephen Massa","Lily","Koch","F","38","479.7122","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","B Somebody","15"
"Kate Nash","Lily","Koch","F","39","179.48689","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Pumpkin Soup","15"
"Benny Neyman","Lily","Koch","F","40","224.7571","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Waarom Fluister Ik Je Naam Nog","15"
"Boyzone","Lily","Koch","F","41","219.81995","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","All That I Need","15"
"Philip Glass","Lily","Koch","F","42","426.78812","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Chinese Invade","15"
"The Pussycat Dolls","Lily","Koch","F","43","225.61914","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Buttons","15"
"Madonna","Lily","Koch","F","44","260.75383","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Beautiful Stranger","15"
"Asking Alexandria","Lily","Koch","F","45","248.99873","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Hey There Mr. Brooks (feat. Feat. Shawn Mike of Alesana)","15"
"Pavement","Lily","Koch","F","46","99.16036","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Mercy:The Laundromat","15"
"Jack Johnson","Lily","Koch","F","47","236.93016","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Bubble Toes","15"
"Train","Lily","Koch","F","48","244.1922","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Calling All Angels","15"
"Cam'Ron / Juelz Santana","Lily","Koch","F","49","208.3522","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Oh Boy","15"
"Sugar Ray","Lily","Koch","F","50","218.33098","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","When It's Over (Remastered Album Version)","15"
"BeyoncÃÂ©","Lily","Koch","F","51","209.18812","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Broken-Hearted Girl","15"
"Faith No More","Lily","Koch","F","52","249.86077","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Last Cup Of Sorrow","15"
"Jokeren","Lily","Koch","F","53","239.49016","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Kvinde Din - MÃÂ¸gluder","15"
"Ween","Lily","Koch","F","54","250.17424","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Demon Sweat","15"
"King Diamond","Lily","Koch","F","55","408.47628","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","No Presents For Christmas","15"
"Mint Condition","Lily","Koch","F","56","279.06567","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Somethin' (feat. Phonte from Little Brother)","15"
"Delorean","Lily","Koch","F","57","272.63955","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Complexity Reducer","15"
"MylÃÂ¨ne Farmer","Lily","Koch","F","58","257.2273","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Porno Graphique","15"
"Green Day","Lily","Koch","F","59","194.06322","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Horseshoes And Handgrenades (Album Version)","15"
"Disturbed","Devin","Larson","M","0","185.65179","free","Tampa-St. Petersburg-Clearwater, FL","746","Sacred Lie (Album Version)","60"
"The New Pornographers","Lily","Koch","F","60","256.41751","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Adventures In Solitude","15"
"Sugarcult","Devin","Larson","M","1","199.13098","free","Tampa-St. Petersburg-Clearwater, FL","746","Saying Goodbye","60"
"Plies","Lily","Koch","F","61","231.6273","paid","Chicago-Naperville-Elgin, IL-IN-WI","716","Goons Lurkin (Explicit Album Version)","15"
"Daft Punk","Devin","Larson","M","2","207.59465","free","Tampa-St. Petersburg-Clearwater, FL","746","Aerodynamic","60"
"Train","Ryan","Smith","M","0","216.76363","free","San Jose-Sunnyvale-Santa Clara, CA","751","Hey_ Soul Sister","26"
"The Smiths","Emily","Benson","F","0","242.9122","paid","Augusta-Richmond County, GA-SC","720","There Is A Light That Never Goes Out","58"
"New Radicals","Harper","Barrett","M","0","300.82567","paid","New York-Newark-Jersey City, NY-NJ-PA","747","You Get What You Give","42"
"The Features","Emily","Benson","F","1","125.46567","paid","Augusta-Richmond County, GA-SC","720","Exhibit A","58"
"Ella Fitzgerald","Harper","Barrett","M","1","427.15383","paid","New York-Newark-Jersey City, NY-NJ-PA","747","On Green Dolphin Street (Medley) (1999 Digital Remaster)","42"
"Toro Y Moi","Emily","Benson","F","2","182.02077","paid","Augusta-Richmond County, GA-SC","720","Causers Of This","58"
"DJ Dizzy","Emily","Benson","F","3","221.1522","paid","Augusta-Richmond County, GA-SC","720","Sexy Bitch","58"
"Cartola","Harper","Barrett","M","2","127.242","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Tive Sim","42"
"The Casualties","Harper","Barrett","M","3","131.23873","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Fight For Your Life","42"
"Panic! At The Disco","Harper","Barrett","M","4","186.64444","paid","New York-Newark-Jersey City, NY-NJ-PA","747","I Write Sins Not Tragedies (Album Version)","42"
"The Wallflowers","Harper","Barrett","M","5","421.17179","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Hollywood","42"
"Rick James","Harper","Barrett","M","6","295.31383","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Mary Jane","42"
"RÃÂ¶yksopp","Harper","Barrett","M","7","300.14649","paid","New York-Newark-Jersey City, NY-NJ-PA","747","What Else Is There?","42"
"Lamb","Harper","Barrett","M","8","352.20853","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Gabriel","42"
"Joe Nichols","Harper","Barrett","M","9","237.5571","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Talk Me Out Of Tampa","42"
"Samy Deluxe","Kaleb","Cook","M","0","191.16363","free","Yuba City, CA","743","Pdsa","54"
"Sepultura","Harper","Barrett","M","10","199.23546","paid","New York-Newark-Jersey City, NY-NJ-PA","747","Refuse/Resist (Explicit Album Version)","42"
